appId,date,dauReal,mauReal,predictionLoss,newinstalls,category,ratings,daily_ratings,reviews,daily_reviews
com.app.10626,2024-09-08,224747.0,2085462.0,27711.0,4915.0,FINANCE,537882.0,269.0,134056.0,59.0
com.app.10626,2024-09-09,321703.0,2086395.0,30448.0,4879.0,FINANCE,538151.0,406.0,134115.0,112.0
com.app.10626,2024-09-10,355242.0,2093956.0,30630.0,4856.0,FINANCE,538557.0,652.0,134227.0,100.0
com.app.10626,2024-09-11,295333.0,2096112.0,31347.0,4930.0,FINANCE,539209.0,474.0,134327.0,68.0
com.app.10626,2024-09-12,268828.0,2091828.0,31258.0,4925.0,FINANCE,539683.0,406.0,134395.0,56.0
com.app.10626,2024-09-13,260730.0,2090007.0,25825.0,1608.0,FINANCE,540089.0,393.0,134451.0,51.0
com.app.10626,2024-09-14,220566.0,2088844.0,26754.0,4436.0,FINANCE,540482.0,333.0,134502.0,43.0
com.app.10626,2024-09-15,205876.0,2088251.0,28459.0,4364.0,FINANCE,540815.0,250.0,134545.0,48.0
com.app.10626,2024-09-16,272178.0,2085035.0,27493.0,4285.0,FINANCE,541065.0,350.0,134593.0,52.0
com.app.10626,2024-09-17,252370.0,2077001.0,28725.0,4201.0,FINANCE,541415.0,344.0,134645.0,90.0
com.app.10626,2024-09-18,411541.0,2075680.0,33057.0,4107.0,FINANCE,541759.0,653.0,134735.0,65.0
com.app.10626,2024-09-19,263642.0,2070595.0,31068.0,3989.0,FINANCE,542412.0,400.0,134800.0,76.0
com.app.10626,2024-09-20,252017.0,2063889.0,32715.0,3856.0,FINANCE,542812.0,421.0,134876.0,36.0
com.app.10626,2024-09-21,211872.0,2060632.0,27450.0,5466.0,FINANCE,543233.0,283.0,134912.0,34.0
com.app.10626,2024-09-22,187453.0,2058494.0,25851.0,4324.0,FINANCE,543516.0,201.0,134946.0,46.0
com.app.10626,2024-09-23,243834.0,2056711.0,29068.0,4318.0,FINANCE,543717.0,375.0,134992.0,80.0
com.app.10626,2024-09-24,257349.0,2057962.0,29644.0,4323.0,FINANCE,544092.0,440.0,135072.0,66.0
com.app.10626,2024-09-25,249930.0,2055264.0,31718.0,4340.0,FINANCE,544532.0,437.0,135138.0,55.0
com.app.10626,2024-09-26,250002.0,2051928.0,29412.0,4374.0,FINANCE,544969.0,381.0,135193.0,55.0
com.app.10626,2024-09-27,273939.0,2047650.0,25173.0,4429.0,FINANCE,545350.0,307.0,135248.0,66.0
com.app.10626,2024-09-28,243160.0,2045453.0,26452.0,5728.0,FINANCE,545657.0,302.0,135314.0,45.0
com.app.10626,2024-09-29,197322.0,2043226.0,27141.0,4548.0,FINANCE,545959.0,258.0,135359.0,55.0
com.app.10626,2024-09-30,273440.0,2041962.0,30238.0,4580.0,FINANCE,546217.0,0.0,135414.0,0.0
com.app.10626,2024-10-01,278072.23943661974,2051239.7746478873,29569.0,4617.0,FINANCE,546217.0,0.0,135414.0,0.0
com.app.10626,2024-10-02,282704.4788732394,2060517.5492957747,28531.0,4659.0,FINANCE,546217.0,0.0,135414.0,0.0
com.app.10626,2024-10-03,287336.71830985916,2069795.323943662,28723.0,4705.0,FINANCE,546217.0,0.0,135414.0,0.0
com.app.10626,2024-10-04,291968.95774647885,2079073.0985915493,26049.0,4752.0,FINANCE,546217.0,0.0,135414.0,0.0
com.app.10626,2024-10-05,296601.1971830986,2088350.8732394367,25166.0,6098.0,FINANCE,546217.0,0.0,135414.0,0.0
com.app.10626,2024-10-06,301233.4366197183,2097628.647887324,26743.0,4851.0,FINANCE,546217.0,0.0,135414.0,0.0
com.app.10626,2024-10-07,305865.676056338,2106906.4225352113,28874.0,4895.0,FINANCE,546217.0,0.0,135414.0,0.0
com.app.10626,2024-10-08,310497.91549295775,2116184.1971830986,15091.5,4940.0,FINANCE,546217.0,0.0,135414.0,0.0
com.app.11502,2024-09-08,315130.1549295775,2125461.971830986,1309.0,0.0,NO_CATEGORY,0.0,0.0,0.0,0.0
com.app.11502,2024-09-09,319762.3943661972,2134739.7464788733,1770.0,0.0,NO_CATEGORY,0.0,0.0,0.0,0.0
com.app.11502,2024-09-10,324394.6338028169,2144017.5211267606,1770.0,0.0,NO_CATEGORY,0.0,0.0,0.0,0.0
com.app.11502,2024-09-11,329026.87323943665,2153295.295774648,1774.0,0.0,NO_CATEGORY,0.0,0.0,0.0,0.0
com.app.11502,2024-09-12,333659.11267605633,2162573.0704225353,1792.0,0.0,NO_CATEGORY,0.0,0.0,0.0,0.0
com.app.11502,2024-09-13,338291.3521126761,2171850.8450704226,1770.0,0.0,NO_CATEGORY,0.0,0.0,0.0,0.0
com.app.11502,2024-09-14,342923.5915492958,2181128.61971831,1337.0,0.0,NO_CATEGORY,0.0,0.0,0.0,0.0
com.app.11502,2024-09-15,347555.8309859155,2190406.3943661973,1310.0,0.0,NO_CATEGORY,0.0,0.0,0.0,0.0
