appId,date,dauReal,mauReal,predictionLoss,newinstalls,ratings,daily_ratings,reviews,daily_reviews,dia_de_trabalho,sin_semana,cos_semana,sin_trimestre,cos_trimestre,sin_ano,cos_ano,sin_meia_decada,cos_meia_decada,dauReal_media_3,dauReal_dp_3,mauReal_media_3,mauReal_dp_3,newinstalls_media_3,newinstalls_dp_3,ratings_media_3,ratings_dp_3,reviews_media_3,reviews_dp_3,dauReal_media_7,dauReal_dp_7,mauReal_media_7,mauReal_dp_7,newinstalls_media_7,newinstalls_dp_7,ratings_media_7,ratings_dp_7,reviews_media_7,reviews_dp_7,anterior_dauReal,proximo_dauReal,category_BUSINESS,category_FINANCE,category_FOOD_AND_DRINK,category_NO_CATEGORY,category_OTHERS,category_SHOPPING,category_TRAVEL_AND_LOCAL,cod_appId
com.app.10626,2024-09-09,321703.0,2086395.0,30448.0,4879.0,538151.0,406.0,134115.0,112.0,True,-0.43388373911752376,-0.9009688679024357,-0.998482233330215,0.05507476485565759,-0.9290634227504075,-0.3699204732199848,-0.3801365728480242,0.924930368180956,273225.0,68558.2450767229,2085928.5,659.7306268470488,4897.0,25.45584412271571,538016.5,190.21172413918129,134085.5,41.71930009000631,273225.0,68558.2450767229,2085928.5,659.7306268470488,4897.0,25.45584412271571,538016.5,190.21172413918129,134085.5,41.71930009000631,224747.0,355242.0,False,True,False,False,False,False,False,0
com.app.11502,2024-09-09,319762.3943661972,2134739.7464788733,1770.0,0.0,0.0,0.0,0.0,0.0,True,-0.43388373911752376,-0.9009688679024357,-0.998482233330215,0.05507476485565759,-0.9290634227504075,-0.3699204732199848,-0.3801365728480242,0.924930368180956,317446.27464788733,3275.48791771353,2130100.8591549294,6560.377367841929,0.0,0.0,0.0,0.0,0.0,0.0,317446.27464788733,3275.48791771353,2130100.8591549294,6560.377367841929,0.0,0.0,0.0,0.0,0.0,0.0,315130.1549295775,324394.6338028169,False,False,False,True,False,False,False,1
com.app.13071,2024-09-09,463361.8169014085,2422350.76056338,1884.0,49.0,1682.0,0.0,930.0,0.0,True,-0.43388373911752376,-0.9009688679024357,-0.998482233330215,0.05507476485565759,-0.9290634227504075,-0.3699204732199848,-0.3801365728480242,0.924930368180956,461045.69718309864,3275.48791771353,2417711.873239436,6560.377367841929,49.5,0.7071067811865476,1682.0,0.0,930.0,0.0,461045.69718309864,3275.48791771353,2417711.873239436,6560.377367841929,49.5,0.7071067811865476,1682.0,0.0,930.0,0.0,458729.5774647888,467994.05633802817,False,False,False,False,False,False,True,2
com.app.13421,2024-09-09,965727.0,2702689.0,25959.0,2729.0,473249.0,143.0,54332.0,18.0,True,-0.43388373911752376,-0.9009688679024357,-0.998482233330215,0.05507476485565759,-0.9290634227504075,-0.3699204732199848,-0.3801365728480242,0.924930368180956,784028.0,256961.190069629,2701686.5,1417.7490962790278,2754.5,36.062445840513924,473198.0,72.12489168102785,54328.0,5.656854249492381,784028.0,256961.190069629,2701686.5,1417.7490962790278,2754.5,36.062445840513924,473198.0,72.12489168102785,54328.0,5.656854249492381,602329.0,889453.0,False,True,False,False,False,False,False,3
com.app.13655,2024-09-09,16876.0,57039.0,1281.0,96.0,62687.0,-2.0,26430.0,0.0,True,-0.43388373911752376,-0.9009688679024357,-0.998482233330215,0.05507476485565759,-0.9290634227504075,-0.3699204732199848,-0.3801365728480242,0.924930368180956,13452.0,4842.267237565477,57224.0,261.6295090390226,142.0,65.05382386916237,62687.5,0.7071067811865476,26431.0,1.4142135623730951,13452.0,4842.267237565477,57224.0,261.6295090390226,142.0,65.05382386916237,62687.5,0.7071067811865476,26431.0,1.4142135623730951,10028.0,16477.0,False,True,False,False,False,False,False,4
com.app.14360,2024-09-09,269402.5384615385,1426024.3846153847,1770.0,0.0,0.0,0.0,0.0,0.0,True,-0.43388373911752376,-0.9009688679024357,-0.998482233330215,0.05507476485565759,-0.9290634227504075,-0.3699204732199848,-0.3801365728480242,0.924930368180956,255283.56410256412,19967.245025259544,1349951.141025641,107583.81281832763,0.0,0.0,0.0,0.0,0.0,0.0,255283.56410256412,19967.245025259544,1349951.141025641,107583.81281832763,0.0,0.0,0.0,0.0,0.0,0.0,241164.58974358972,297640.4871794872,False,False,False,True,False,False,False,5
com.app.14509,2024-09-09,1507641.0,5991220.0,43157.0,15123.0,1418450.0,599.0,616060.0,115.0,True,-0.43388373911752376,-0.9009688679024357,-0.998482233330215,0.05507476485565759,-0.9290634227504075,-0.3699204732199848,-0.3801365728480242,0.924930368180956,1312091.0,276549.4621220587,5990819.5,566.3925317304246,16165.0,1473.6105319927651,1418325.0,176.7766952966369,616003.5,79.90306627407988,1312091.0,276549.4621220587,5990819.5,566.3925317304246,16165.0,1473.6105319927651,1418325.0,176.7766952966369,616003.5,79.90306627407988,1116541.0,1523440.0,False,True,False,False,False,False,False,6
com.app.14811,2024-09-09,1278871.0857142855,5399439.314285714,1189.0,533.0,8827.0,2.0,4921.0,3.0,True,-0.43388373911752376,-0.9009688679024357,-0.998482233330215,0.05507476485565759,-0.9290634227504075,-0.3699204732199848,-0.3801365728480242,0.924930368180956,1288077.4142857143,13019.714725377416,5432381.685714286,46587.54845101797,382.0,213.54624791833734,8826.5,0.7071067811865476,4920.0,1.4142135623730951,1288077.4142857143,13019.714725377416,5432381.685714286,46587.54845101797,382.0,213.54624791833734,8826.5,0.7071067811865476,4920.0,1.4142135623730951,1297283.7428571428,1260458.4285714286,False,True,False,False,False,False,False,7
com.app.15493,2024-09-09,708078.7142857142,3357012.285714285,1156.0,109.0,15221.0,0.0,6481.0,0.0,True,-0.43388373911752376,-0.9009688679024357,-0.998482233330215,0.05507476485565759,-0.9290634227504075,-0.3699204732199848,-0.3801365728480242,0.924930368180956,717285.0428571429,13019.714725377293,3389954.6571428566,46587.54845101797,129.0,28.284271247461902,15221.0,0.0,6481.0,0.0,717285.0428571429,13019.714725377293,3389954.6571428566,46587.54845101797,129.0,28.284271247461902,15221.0,0.0,6481.0,0.0,726491.3714285714,689666.0571428571,False,True,False,False,False,False,False,8
com.app.15675,2024-09-09,182458.0,1382672.0,2238.0,3152.0,751187.0,1123.0,172833.0,462.0,True,-0.43388373911752376,-0.9009688679024357,-0.998482233330215,0.05507476485565759,-0.9290634227504075,-0.3699204732199848,-0.3801365728480242,0.924930368180956,169078.5,18921.470357770824,1381571.0,1557.0491321727777,3139.0,18.384776310850235,750690.5,702.1570337182417,172592.0,340.82546853191593,169078.5,18921.470357770824,1381571.0,1557.0491321727777,3139.0,18.384776310850235,750690.5,702.1570337182417,172592.0,340.82546853191593,155699.0,172875.0,False,True,False,False,False,False,False,9
com.app.16599,2024-09-09,31421.0,155161.0,2846.0,337.0,11429.0,6.0,6509.0,4.0,True,-0.43388373911752376,-0.9009688679024357,-0.998482233330215,0.05507476485565759,-0.9290634227504075,-0.3699204732199848,-0.3801365728480242,0.924930368180956,21844.5,13543.216180065945,155223.5,88.38834764831844,343.0,8.48528137423857,11429.0,0.0,6507.5,2.1213203435596424,21844.5,13543.216180065945,155223.5,88.38834764831844,343.0,8.48528137423857,11429.0,0.0,6507.5,2.1213203435596424,12268.0,30728.0,True,False,False,False,False,False,False,10
com.app.16773,2024-09-09,557918.0,2455240.0,9698.0,2849.0,149087.0,172.0,77784.0,73.0,True,-0.43388373911752376,-0.9009688679024357,-0.998482233330215,0.05507476485565759,-0.9290634227504075,-0.3699204732199848,-0.3801365728480242,0.924930368180956,458108.0,141152.6556604586,2453140.0,2969.8484809834995,3687.5,1185.81807204984,149026.0,86.2670273047588,77758.5,36.062445840513924,458108.0,141152.6556604586,2453140.0,2969.8484809834995,3687.5,1185.81807204984,149026.0,86.2670273047588,77758.5,36.062445840513924,358298.0,559315.0,False,True,False,False,False,False,False,11
com.app.17441,2024-09-09,38086.0,313896.0,3770.0,1079.0,44684.0,48.0,5927.0,4.0,True,-0.43388373911752376,-0.9009688679024357,-0.998482233330215,0.05507476485565759,-0.9290634227504075,-0.3699204732199848,-0.3801365728480242,0.924930368180956,34087.0,5655.440035930007,312762.0,1603.7181797310898,1393.0,444.06305858515185,44666.5,24.748737341529164,5927.0,0.0,34087.0,5655.440035930007,312762.0,1603.7181797310898,1393.0,444.06305858515185,44666.5,24.748737341529164,5927.0,0.0,30088.0,39401.0,False,False,False,False,False,True,False,12
com.app.17806,2024-09-09,444855.0,3671008.0,29102.0,4578.0,780302.0,486.0,178940.0,31.0,True,-0.43388373911752376,-0.9009688679024357,-0.998482233330215,0.05507476485565759,-0.9290634227504075,-0.3699204732199848,-0.3801365728480242,0.924930368180956,332822.0,158438.58803334495,3664020.5,9881.817267082002,5381.5,1136.3205973667818,780197.0,148.49242404917499,178926.0,19.79898987322333,332822.0,158438.58803334495,3664020.5,9881.817267082002,5381.5,1136.3205973667818,780197.0,148.49242404917499,178926.0,19.79898987322333,220789.0,515991.0,False,False,False,False,True,False,False,13
