appId,date,dauReal,mauReal,country,lang,predictionLoss,newinstalls,category,ratings,daily_ratings,reviews,daily_reviews
com.app.30329,2024-10-01,803919.0,9990999.0,br,pt,70382.0,21960.0,,,,,
com.app.60633,2024-10-01,29578.0,305990.0,br,pt,7278.0,222.0,,,,,
com.app.10626,2024-10-01,,,br,pt,29569.0,4617.0,,,,,
com.app.21603,2024-10-01,,,br,pt,5061.0,3918.0,,,,,
com.app.43242,2024-10-01,,,br,pt,8062.0,1976.0,,,,,
com.app.97548,2024-10-01,,,br,pt,3404.0,1883.0,,,,,
com.app.30329,2024-10-02,,,br,pt,68123.0,25564.0,,,,,
com.app.13421,2024-10-02,,,br,pt,27399.0,3321.0,,,,,
com.app.64353,2024-10-02,,,br,pt,1671.0,984.0,,,,,
com.app.85803,2024-10-02,,,br,pt,898.0,99.0,,,,,
com.app.91706,2024-10-02,,,br,pt,4293.0,211.0,,,,,
com.app.55481,2024-10-05,,,br,pt,2097.0,924.0,,,,,
com.app.88311,2024-10-07,,,br,pt,2456.0,755.0,,,,,
com.app.17806,2024-10-03,,,br,pt,29443.0,2655.0,,,,,
com.app.43563,2024-10-05,,,br,pt,3449.0,1384.0,,,,,
com.app.19772,2024-10-03,,,br,pt,5226.0,1651.0,,,,,
com.app.74794,2024-10-03,,,br,pt,14387.0,5021.0,,,,,
com.app.41189,2024-10-05,,,br,pt,102140.0,25106.0,,,,,
com.app.89044,2024-10-03,,,br,pt,1839.0,94.0,,,,,
com.app.90842,2024-10-07,,,br,pt,1663.0,664.0,,,,,
com.app.36612,2024-10-03,,,br,pt,4932.0,403.0,,,,,
com.app.20657,2024-10-07,,,br,pt,1745.0,183.0,,,,,
com.app.53788,2024-10-03,,,br,pt,1168.0,375.0,,,,,
com.app.78155,2024-10-03,,,br,pt,1178.0,205.0,,,,,
com.app.91093,2024-10-07,,,br,pt,3468.0,2378.0,,,,,
com.app.94251,2024-10-05,,,br,pt,1101.0,670.0,,,,,
com.app.88311,2024-10-08,,,,,,756.0,,,,,
com.app.21397,2024-10-05,,,br,pt,8969.0,1702.0,,,,,
com.app.37904,2024-10-07,,,br,pt,8729.0,5649.0,,,,,
com.app.23207,2024-10-03,,,br,pt,7182.0,484.0,,,,,
com.app.47188,2024-10-07,,,br,pt,97078.0,12723.0,,,,,
com.app.60633,2024-09-18,30300.0,309995.0,br,pt,7341.0,207.0,OTHERS,176722.0,0.0,18662.0,0.0
com.app.82889,2024-09-29,1028.0,8135.0,br,pt,1349.0,60.0,FINANCE,2531.0,1.0,636.0,0.0
com.app.64764,2024-10-06,,,br,pt,1380.0,537.0,,,,,
com.app.72653,2024-10-06,,,br,pt,1363.0,300.0,,,,,
com.app.82896,2024-09-30,,,br,pt,2757.0,1302.0,FINANCE,32550.0,90.0,5634.0,6.0
com.app.16773,2024-09-09,557918.0,2455240.0,br,pt,9698.0,2849.0,FINANCE,149087.0,172.0,77784.0,73.0
com.app.88509,2024-09-11,4347179.0,25561348.0,br,pt,29843.0,62803.0,OTHERS,1047219.0,451.0,537462.0,208.0
com.app.88484,2024-09-14,2119202.0,11925483.0,br,pt,61909.0,17678.0,SHOPPING,2018847.0,312.0,698442.0,31.0
com.app.96037,2024-09-30,,,br,pt,3136.0,1620.0,FINANCE,98865.0,56.0,50102.0,5.0
com.app.24343,2024-10-04,,,br,pt,3348.0,1419.0,,,,,
com.app.48916,2024-09-15,786.0,13710.0,br,pt,811.0,206.0,BUSINESS,632.0,2.0,238.0,1.0
com.app.24438,2024-09-19,53336.0,541424.0,br,pt,10638.0,3475.0,OTHERS,94488.0,72.0,34525.0,17.0
com.app.82896,2024-09-21,17837.0,185234.0,br,pt,2961.0,1193.0,FINANCE,32067.0,37.0,5572.0,2.0
com.app.18664,2024-09-26,9839.0,125452.0,br,pt,2298.0,540.0,FINANCE,9827.0,15.0,1794.0,1.0
com.app.81754,2024-09-30,7052.0,67550.0,br,pt,5415.0,287.0,TRAVEL_AND_LOCAL,838.0,0.0,476.0,0.0
com.app.28498,2024-09-22,,,br,pt,76835.0,32111.0,FOOD_AND_DRINK,13235723.0,34.0,1470133.0,80.0
com.app.95444,2024-09-21,,,br,pt,1376.0,389.0,FINANCE,3177.0,5.0,1183.0,1.0
com.app.97548,2024-09-23,,,br,pt,3140.0,2946.0,SHOPPING,215428.0,17.0,30773.0,3.0
com.app.36433,2024-09-30,,,br,pt,1857.0,16.0,FINANCE,693.0,0.0,423.0,0.0
com.app.59245,2024-09-13,23399.0,229020.0,br,pt,1708.0,202.0,FINANCE,7830.0,2.0,4449.0,1.0
com.app.48916,2024-09-19,933.0,13301.0,br,pt,903.0,212.0,BUSINESS,636.0,0.0,239.0,0.0
com.app.31679,2024-09-13,188238.0,1060325.0,br,pt,5545.0,1798.0,FINANCE,333595.0,111.0,142085.0,3.0
com.app.41993,2024-09-08,6876.0,64119.0,br,pt,11228.0,9.0,OTHERS,8911.0,13.0,1736.0,1.0
com.app.84679,2024-10-07,,,br,pt,1741.0,,,,,,
com.app.13071,2024-09-20,,,br,pt,1863.0,34.0,TRAVEL_AND_LOCAL,1683.0,0.0,931.0,0.0
com.app.91525,2024-09-09,5875.0,54162.0,br,pt,1770.0,114.0,TRAVEL_AND_LOCAL,4528.0,1.0,873.0,0.0
com.app.94251,2024-09-24,47483.0,206095.0,br,pt,1091.0,355.0,FINANCE,70226.0,1.0,17970.0,2.0
com.app.91525,2024-09-25,5481.0,53594.0,br,pt,1747.0,108.0,TRAVEL_AND_LOCAL,4562.0,3.0,2946.0,4.0
com.app.96897,2024-09-25,60707.0,503818.0,br,pt,4063.0,780.0,FINANCE,14977.0,5.0,7214.0,6.0
com.app.26790,2024-09-08,1116.0,27092.0,br,pt,1309.0,,,,,,
com.app.97976,2024-09-14,7279.0,101220.0,br,pt,4772.0,385.0,SHOPPING,11192.0,14.0,3670.0,0.0
com.app.17806,2024-09-18,333201.0,3689336.0,br,pt,29772.0,4417.0,OTHERS,783543.0,276.0,179185.0,25.0
com.app.64634,2024-09-20,1181.0,12372.0,br,pt,1751.0,124.0,TRAVEL_AND_LOCAL,654.0,1.0,404.0,0.0
com.app.18711,2024-09-21,102045.0,506096.0,br,pt,1953.0,1238.0,BUSINESS,63705.0,32.0,16876.0,6.0
com.app.39058,2024-09-26,15845.0,118285.0,br,pt,1833.0,234.0,FINANCE,2566.0,5.0,1190.0,6.0
com.app.74794,2024-09-29,132228.0,1480754.0,br,pt,11949.0,5013.0,SHOPPING,206343.0,5.0,74728.0,4.0
com.app.91525,2024-09-30,5020.0,53339.0,br,pt,1740.0,113.0,TRAVEL_AND_LOCAL,4579.0,0.0,2957.0,6.0
com.app.19821,2024-10-04,,,br,pt,28644.0,15340.0,,,,,
com.app.96037,2024-09-28,,,br,pt,1826.0,544.0,FINANCE,98845.0,5.0,50088.0,2.0
com.app.22262,2024-09-27,102964.0,653747.0,br,pt,1899.0,3330.0,FINANCE,104261.0,52.0,20576.0,12.0
com.app.31097,2024-09-28,10098.0,145690.0,br,pt,9026.0,1281.0,TRAVEL_AND_LOCAL,10932.0,7.0,4084.0,0.0
com.app.13655,2024-09-29,8926.0,55476.0,br,pt,1236.0,139.0,FINANCE,62680.0,1.0,26437.0,1.0
com.app.11502,2024-10-03,,,br,pt,1754.0,,,,,,
com.app.97976,2024-10-06,,,br,pt,4827.0,692.0,,,,,
com.app.20657,2024-09-21,,,br,pt,1280.0,183.0,OTHERS,7913.0,0.0,1321.0,0.0
com.app.62062,2024-09-08,21927.0,276929.0,br,pt,3411.0,1825.0,SHOPPING,56234.0,35.0,2118.0,0.0
com.app.37962,2024-09-19,164082.0,1530298.0,br,pt,12480.0,3000.0,TRAVEL_AND_LOCAL,155514.0,130.0,42960.0,9.0
com.app.86367,2024-09-27,146945.0,656074.0,br,pt,1564.0,901.0,FINANCE,47799.0,13.0,20527.0,7.0
com.app.55057,2024-10-05,,,br,pt,1338.0,,,,,,
com.app.60770,2024-09-26,18351.0,43134.0,br,pt,1759.0,178.0,FOOD_AND_DRINK,3781.0,0.0,1864.0,1.0
com.app.17806,2024-09-30,390943.0,3708880.0,br,pt,29230.0,5806.0,OTHERS,787016.0,439.0,179500.0,41.0
com.app.88509,2024-09-20,5050493.0,25780762.0,br,pt,30213.0,51705.0,OTHERS,1050868.0,377.0,539202.0,189.0
com.app.16773,2024-09-22,313452.0,2477540.0,br,pt,7368.0,3422.0,FINANCE,151126.0,101.0,78507.0,42.0
com.app.59245,2024-09-23,29242.0,232140.0,br,pt,1689.0,256.0,FINANCE,7845.0,2.0,4462.0,8.0
com.app.62062,2024-09-29,21911.0,279230.0,br,pt,3317.0,949.0,SHOPPING,56569.0,40.0,2144.0,2.0
com.app.78794,2024-09-19,7577421.0,23689203.0,br,pt,118323.0,43891.0,FINANCE,2241912.0,161.0,1011539.0,72.0
com.app.82896,2024-09-13,29090.0,176201.0,br,pt,2655.0,1381.0,FINANCE,31535.0,82.0,5524.0,7.0
com.app.98438,2024-10-03,,,br,pt,1754.0,,,,,,
com.app.71740,2024-10-03,,,br,pt,1754.0,,,,,,
com.app.18711,2024-10-06,,,br,pt,2117.0,1254.0,,,,,
com.app.80610,2024-09-24,937909.0,9884907.0,br,pt,83093.0,18460.0,BUSINESS,1134762.0,2183.0,386397.0,94.0
com.app.14811,2024-09-15,,,br,pt,948.0,530.0,FINANCE,8837.0,3.0,4926.0,1.0
com.app.22262,2024-09-16,107485.0,639417.0,br,pt,1991.0,3383.0,FINANCE,103263.0,134.0,20477.0,13.0
com.app.68942,2024-09-28,240344.0,517351.0,br,pt,16649.0,0.0,OTHERS,54069.0,6.0,19860.0,3.0
com.app.23000,2024-09-22,,,br,pt,1361.0,1.0,OTHERS,57.0,0.0,22.0,0.0
com.app.90128,2024-09-14,,,br,pt,1337.0,,,,,,
com.app.59849,2024-09-09,172349.0,1675294.0,br,pt,22479.0,2158.0,OTHERS,1538650.0,57.0,378089.0,1.0
com.app.24391,2024-09-18,6212.0,99707.0,br,pt,8067.0,50.0,OTHERS,10323.0,23.0,1548.0,0.0
com.app.48916,2024-10-04,,,br,pt,1328.0,200.0,,,,,
com.app.60423,2024-10-06,,,br,pt,4163.0,363.0,,,,,
com.app.79907,2024-09-25,,,br,pt,1228.0,11.0,OTHERS,11829.0,23.0,7182.0,10.0
com.app.47188,2024-09-17,1785781.0,7496047.0,br,pt,97347.0,11528.0,FINANCE,636404.0,289.0,205979.0,60.0
com.app.55481,2024-09-14,14595.0,175755.0,br,pt,2907.0,1944.0,FINANCE,53145.0,15.0,28132.0,7.0
com.app.64634,2024-09-25,977.0,12265.0,br,pt,1747.0,80.0,TRAVEL_AND_LOCAL,657.0,0.0,405.0,1.0
com.app.91205,2024-09-08,,,br,pt,1309.0,,,,,,
com.app.87411,2024-09-08,,,br,pt,1612.0,825.0,FINANCE,88127.0,30.0,31429.0,1.0
com.app.38543,2024-09-14,6376.0,100484.0,br,pt,6011.0,646.0,SHOPPING,19203.0,1.0,7505.0,2.0
com.app.35851,2024-09-17,7803.0,153206.0,br,pt,8349.0,188.0,OTHERS,26732.0,8.0,6337.0,0.0
com.app.72653,2024-09-22,10913.0,69099.0,br,pt,1380.0,314.0,FINANCE,37142.0,3.0,15804.0,0.0
com.app.88311,2024-09-28,10507.0,102297.0,br,pt,1822.0,774.0,FINANCE,7899.0,3.0,1116.0,2.0
com.app.32607,2024-09-29,75615.0,581739.0,br,pt,1569.0,594.0,FINANCE,107459.0,2.0,24855.0,6.0
com.app.27567,2024-10-06,,,br,pt,1316.0,786.0,,,,,
com.app.34656,2024-09-23,,,br,pt,5140.0,2206.0,SHOPPING,48022.0,8.0,19387.0,7.0
com.app.66309,2024-09-27,,,br,pt,939.0,609.0,BUSINESS,12574.0,2.0,6816.0,0.0
com.app.23000,2024-09-28,,,br,pt,1380.0,1.0,OTHERS,57.0,0.0,22.0,0.0
com.app.95194,2024-10-04,,,br,pt,47852.0,15271.0,,,,,
com.app.89034,2024-09-16,27839.0,313016.0,br,pt,1765.0,350.0,OTHERS,7344.0,37.0,2121.0,2.0
com.app.36612,2024-09-16,22062.0,217930.0,br,pt,4449.0,314.0,SHOPPING,4664.0,7.0,946.0,2.0
com.app.27567,2024-09-13,5744.0,91874.0,br,pt,1658.0,730.0,TRAVEL_AND_LOCAL,2480.0,1.0,1726.0,0.0
com.app.87362,2024-09-11,,,br,pt,27400.0,12659.0,OTHERS,677015.0,21.0,261023.0,9.0
com.app.96938,2024-09-21,13639.0,120204.0,br,pt,1477.0,0.0,OTHERS,44762.0,2.0,15653.0,0.0
com.app.64634,2024-09-24,998.0,12327.0,br,pt,1745.0,60.0,TRAVEL_AND_LOCAL,656.0,1.0,405.0,0.0
com.app.19637,2024-09-25,1677.0,15947.0,br,pt,4400.0,0.0,OTHERS,7287.0,6.0,2239.0,0.0
com.app.36257,2024-09-30,738581.0,2361006.0,br,pt,7503.0,5933.0,BUSINESS,112422.0,47.0,65949.0,24.0
com.app.35190,2024-09-26,,,br,pt,89637.0,37926.0,FINANCE,3586639.0,10830.0,860092.0,569.0
com.app.48916,2024-09-08,,,br,pt,811.0,217.0,BUSINESS,626.0,0.0,235.0,0.0
com.app.90857,2024-09-09,1084.0,23874.0,br,pt,1770.0,,,,,,
com.app.98438,2024-09-24,15724.0,118049.0,,,,,,,,,
com.app.18664,2024-09-29,7486.0,128078.0,br,pt,1974.0,543.0,FINANCE,9857.0,5.0,1799.0,1.0
com.app.13071,2024-09-27,,,br,pt,1863.0,56.0,TRAVEL_AND_LOCAL,1683.0,0.0,931.0,0.0
com.app.28498,2024-09-27,,,br,pt,84470.0,39004.0,FOOD_AND_DRINK,13235511.0,3.0,1470395.0,62.0
com.app.48065,2024-09-09,705365.0,3903298.0,br,pt,28501.0,8954.0,SHOPPING,579323.0,217.0,105614.0,15.0
com.app.17441,2024-09-15,31103.0,322210.0,br,pt,3718.0,561.0,SHOPPING,45020.0,32.0,5953.0,3.0
com.app.97988,2024-09-25,2647.0,25933.0,br,pt,1153.0,72.0,SHOPPING,11105.0,1.0,4269.0,0.0
com.app.17806,2024-09-26,358731.0,3736544.0,br,pt,30766.0,5579.0,OTHERS,786028.0,313.0,179418.0,13.0
com.app.90128,2024-09-11,,,br,pt,1774.0,,,,,,
com.app.91390,2024-09-10,34721.0,178008.0,br,pt,15044.0,2195.0,BUSINESS,169049.0,31.0,111451.0,18.0
